INVENTORY	GLOTTOCODE	SEGMENTS
549	sout2674	a b bʲ d̪|d d̪ʲ|dʲ d̪z̪|dz d̪z̪ʲ|dzʲ d̠ʒ e̞ f fʲ ɡ ɡʲ h hʲ i ɨ j k kʲ l̪|l l̪ʲ|lʲ m mʲ n̪|n n̪ʲ|nʲ ɲ ŋ ŋʲ o̞ p pʲ r̪|r r̪ʲ|rʲ s̪|s s̪ʲ|sʲ ʃ t̪|t t̪ʲ|tʲ t̪s̪|ts t̪s̪ʲ|tsʲ t̠ʃ u β̞ β̞ʲ
550	sion1247	a ã e̞ ẽ̞ h hʷ i ĩ ɨ ɨ̃ j k kʷ kʷˀ kˀ m n o̞ õ̞ p pˀ s sˀ t̪ t̠ʃ ʈˀ u ũ w ʔ
551	saba1265	a b d d̠ʒ ə ɛ ɡ h i ɨ j k l m n ɲ ŋ ɔ p ɾ s t t̠ʃ u w ʔ
552	soma1255	a æ b d̪ ɖ̰ e̞ ɛ f ɡ ɢ h ħ i ɪ j kʰ l m n ɔ ɵ̞ ɾ s ʃ t̪ʰ t̠ʃ ʉ̞ ʊ w x ʔ ʕ
553	stan1288	a ð ᴅ e̞ f ɣ i j k l̪ ʎ m n̪ ɲ o̞ p r s̪ t̪ t̠ʃ u w x β θ
554	sele1250	a ɑ̝ ɛ h i j kʰ l m mb n̪ n̪d̪ ŋ ŋɡ o pʰ ɾ s t̪ʰ u w
555	soqo1240	a b d̪|d e̞ ə f ɡ h ħ i j k kʼ l̪|l l̪̰|l̰ ɬ̪|ɬ ɮ̪|ɮ m n̪|n o̞ R̪|R R̪̰|R̰ s̪|s s̪ʼ|sʼ ʃ ʃʼ t̪|t t̪ʼ|tʼ u w z̪|z ʒ ʔ ʕ
556	siri1273	a ã b e ẽ h i ĩ iˠ ĩˠ j k kʲ mb n̪d̪|nd n̠d̠ʒ ŋɡ o õ p ɾ̪|ɾ s̪|s ʃ t̪|t t̠ʃ u ũ w
557	natu1246	a ã æ æ̃ ɑ ɑ̃ e̞ e̞i ə ə̃ i ĩ j k kʰ kʲ kʷ l̪|l m mb mbʷ mʷ n̪|n n̪d̪|nd n̪d̪ʷ|ndʷ n̪ʲ|nʲ n̪ʷ|nʷ ŋ ŋɡ ŋɡʷ ŋʷ o̞ õ̞ p pʰ pʲ pʷ s̪|s t̪|t t̪ʰ|tʰ t̪ʲ|tʲ t̪ʷ|tʷ u ũ ʉ v w
558	suen1241	a b d̪|d d̪z̪|dz ɛ ɡ i j k m n̪|n ɔ p ɾ̪|ɾ s̪|s t̪|t u w
559	savo1255	a e̞ ɣ i k l m mb n nd ɲ ɲɟ ŋ ŋɡ o̞ p ɾ s t u z β
560	suii1243	a b b̰ d̪|d d̪̰|d̰ e̞ ə ɜ ɣ ɣ̰ h i j j̰ k kʰ kʷ kʷʰ l̪|l m m̥ m̰ n̪|n n̪̥|n̥ n̪̰|n̰ ɲ ɲ̥ ɲ̰ ŋ ŋ̥ ŋ̰ ŋʷ ŋ̥ʷ o̞ p pʰ ɸ q qʰ ʁ s̪|s ʃ t̪|t t̪ʰ|tʰ ts tsʰ t̠ʃ t̠ʃʰ u w w̰ x z̪|z ʔ
561	east2347	a a̤ e e̤ h i i̤ j k kʰ l̪ m n̪ ŋ o o̤ p pʰ r̪ s̪ t̪ t̪ʰ ts͇ t̪s̪ ts͇ʰ t̪s̪ʰ u ṳ w
562	atay1247	a ɛ ɣ ħ i iː j k l̪|l m n̪|n ŋ ɔ p q ɾ̪|ɾ s̪|s t̪|t t̪s̪|ts u uː w x ʒ ʔ β
563	aika1237	a ã b d̪|d d̪z̪|dz d̠ʒ e̞ f ɡ h i ɪ̃ ɨ j k m n̪|n ɲ o̞ p ɺ̠ s̪|s ʃ t̪|t t̪s̪|ts t̠ʃ u ũ y ʒ ʔ β̞
564	gaam1241	a b c d̪ ð e ə ɛ f ɡ h i ɪ j ɟ k l m n ɲ ŋ o ɔ p r s ʃ t̪ u w z ʔ θ
565	ticu1245	a ã b d̪|d d̠ʒ e̞ f ɡ i ĩ ɨ ɨ̃ k kʷ m n̪|n ɲ ŋ o̞ õ̞ p ɾ̪|ɾ s̪|s t̪|t t̠ʃ u ũ w ʔ
566	tulu1258	aː ɐ b d̪ d̠ʒ ɖ e eː ɛ ɛː ɡ i iː j k l̪ ɭ m n̪ ɲ ɳ ŋ o oː p r s ʂ ʃ t̪ t̠ʃ ʈ u uː ɯ ʋ x
567	tehu1242	a b ɕ d̪ e̞ ə h i ɨ j k kʼ l̪ l̪̥ m n̪ o̞ p pʼ q r̪ s̪ ʃ t̪ tɕ tɕʼ t̪s̪ t̪s̪ʼ t̠ʃ t̠ʃʼ t̪ʼ u w x ʔ
568	telu1262	aː æː b b̤ ɕ d̪ d̪̤|d̤ dz ɖ ɖ̤ e eː ɜ f ɡ ɡ̤ ɦ i iː j k kʰ l ɭ m n ɳ o oː p pʰ ɾ s ʂ t̪ tɕ ts ʈ ʈʰ u uː β̞ β̞ː
569	timn1235	a ɑ b d e ɛ f ɡb h i j k l m n o ɔ p r s t t̪ u w ʔ
570	nucl1339	a b d d̪ e ɛ ɡ i j ɟ k l m n̪ ɲ ŋ o ɔ p r s t t̪ u w
571	tetu1245	a b d̪|d e̞ f h i k l̪|l m n̪|n o̞ p r̪|r s̪|s t̪|t u w ʔ
572	tiga1245	ɐ b ɛ ɡ i k ɮ m n ŋ ɔ p r s t u β
573	taga1270	a b d̪ e̞ f ɡ h ɪ j k l m n̪ ŋ o̞ p ɾ s t̪ t̠ʃ ʊ w ʔ
574	thai1261	a æ b d̪ e ɘ f h i ɨ j k kʰ l̪|l m n̪ ŋ o ɔ p pʰ ɾ s̪ t̪ t̪ʰ t̪s̪ t̪s̪ʰ u w ʔ
575	taha1241	æ æː ɐ b d̪ d̪ˤ e̞ e̞ː ə f ɡ h i iː j ɟ k l̪ m n̪ ɲ o̞ o̞ː q r̪ ʁ s̪ ʃ t̪ t̪ˤ u uː w z̪ z̪ˤ ʒ χ
576	tigr1270	a̟ː b d̪ d̠ʒ e̞ː ə ɜ f ɡ h ħ iː j k kʼ l m n̪ o̞ː r s ʃ t̪ tsʼ t̠ʃ t̠ʃʼ t̪ʼ uː w z ʒ ʔ ʕ
577	tiwi1244	a ɣ i j k l ɭ m mp n n̪ nt n̪t̪ ɳ ɳʈ ŋ ŋk ɔ p ɻ ɾ t t̪ ʈ u w
578	tiru1241	a b d ɛ ɡ h i ɨ j k l m n ŋ ɔ ɸ r s t u w ʔ
579	tlin1245	a b d̪|d d̪ɮ̪|dɮ d̪z̪|dz d̠ʒ e̞ ɡ ɡʷ ɢ ɢʷ i j k kʷ kʷʼ kʼ ɬ̪|ɬ ɬ̪ʼ|ɬʼ n̪|n o̞ p pʼ q qʷ qʷʼ qʼ s̪|s s̪ʼ|sʼ t̪|t t̪ɬ̪|tɬ t̪ɬ̪ʼ|tɬʼ t̪s̪|ts t̪s̪ʼ|tsʼ t̠ʃ t̠ʃʼ t̪ʼ|tʼ u w x xʷ xʷʼ xʼ ʔ χ χʷ χʷʼ χʼ
580	talo1250	a b d d̪ ɛ ɡ i ɪ j ɟ l m n ɲ ŋ ɔ R s u ʊ w
581	tama1331	a b ɓ d̪ ɗ e ɛ f ɡ h ħ i ɪ j ɟ k l m n ɲ ŋ o ɔ r ɾ s t̪ u ʊ w
582	tamn1235	a e ə f i ʝ k m n ɔ p ɾ s t t̠ʃ u w
583	taca1256	a b d ð e̞ i j k m n o̞ p ɾ ɾ͓ ʂ ʃ t t̠ʃ ʈʂ w ʔ β
584	lena1238	a e̞ ə f h i k l m mʷ n ŋ o̞ p pʷ ɾ s t u ɰ w
585	papa1238	aː æ h i iː j k l ɬ m n p q s ʃ t ts t̠ʃ u uː w ʔ
586	tamp1252	a b c d e ɛ f ɡ ɡb h i ɪ j ɟ k kp l m n ɲ ŋ ŋm o ɔ p r s t u ʊ v w z
587	acat1239	a ã b d̪ d̠ʒ e̞ ẽ̞ ɡ h i ĩ j k l̪|l m n̪ o̞ õ̞ p ɸ r s ʃ t̪ ts t̠ʃ u ũ w ʔ
588	trum1247	a ɗ̥ ɛ ɘ f h i j k l̪ m̥ n̪ o p r̪ s ʃ t t̪ ts u w xː ʔ
589	toar1246	a e̞ f h i k l̪|l m o̞ ɔ p s̪|s t̪|t u
590	tonk1249	a aː eː ɛ h i iː j k kʷ l̪ m n̪ oː ɔ p s̪|s t̪|t t̪s̪|ts u uː w x xʷ ʔ
591	lish1246	a aː aˤ aˤː b d̪ d̠ʒ e̞ e̞ˤ f ɡ h i iː iˤ iˤː j k l m n̪ o̞ o̞ˤ p q ɾ ʁ s ʃ t̪ t̠ʃ u uː uˤ uˤː z ʒ ʔ β χ
592	nucl1649	a b d dz ɡ ɡʲ ɡʷ ɢ h i j j̰ k kʲ kʲʼ kʷ kʷʼ kʼ l l̰ ɬ m m̰ n n̰ p pʼ q qʼ s t ts tsʼ tʼ u ɰ ɰ̰ w w̰ ʔ χ
593	tsou1248	a b̰ e̞ f h i k l̪̰|l̰ m n̪|n ŋ o̞ p ʂ t̪|t ʈʂ u ʉ v ʐ ʔ
594	pure1242	a b d ɛ f ɡ h i ɨ˞ j k kʰ kʷ kʷʰ l̪|l ɭ m n̪|n ɲ ŋ o p pʰ ɸ r ɹ s̪|s ʂ ʃ t tʰ ts tsʰ t̠ʃ t̠ʃʰ u w x ʔ
595	tera1251	a b ɓ ɓʲ cç ɕ d ɗ e̞ f ɡ ɡʷ ɠ ɣ ɣʷ i ɨ j ɟʝ ʄ k kʷ l ɬ ɮ m mb n nd ɲ ɲɟʝ ŋ ŋɡ ŋɡʷ o̞ p pʲ r s t u v vʲ w x xʷ z ʑ
596	tuni1252	a b d e ɛ ɡ h i j kʰ l m n o ɔ pʰ r s ʃ tʰ t̠ʃʰ u w ʔ
597	nucl1301	a b c d̪ d̠ʒ ɛ f ɡ ɣ h ɪ j ɟ k l̪|l ʎ m n̪ o̞ œ p r s ʃ t̪ t̠ʃ ɯ̞ ʊ v ʏ z ʒ ʔ
598	nort1550	ɑ ɑ̃ b d̪|d e ẽ ə ə̃ ɡ h i ĩ j k kʷ kʷʼ kʼ l̪|l ɬ̪|ɬ m n̪|n o õ p pʰ pʼ R̪|R s̪|s t̪|t t̪ʰ|tʰ t̠ʃ t̪ʼ|tʼ u ũ w x xʷ ʔ
599	tuvi1240	ɑ b d̪ d̪z̪ d̠ʒ e ɛ ɤ f ɡ i j k l̪ m n̪ ŋ o ø p r s̪ ʃ t̪ t̪s̪ t̠ʃ u y β
600	tzel1254	a b d̪ e̞ ɡ h ɪ kʰ kʼ l̪ m n̪ o̞ p pʼ ɾ s s̪ t̪ ts t̪s̪ tsʼ t̪s̪ʼ t̪ʼ ʊ w y ʔ
601	ngar1284	a c ɛ ɪ ɨ j k l ɭ ʎ m n ɲ ɳ ŋ ɔ p r ɻ ɾ t ʈ ʊ w
602	mund1320	a b b̤ d̪ d̪̤ d̠ʒ d̠ʒ̤ ɖ ɖ̤ e̞ ɡ ɡ̤ h ɪ j k kʰ l̪ ɭ m n̪ ɳ ŋ o̞ p pʰ r s t̪ t̪ʰ t̠ʃ t̠ʃʰ ʈ ʈʰ ʊ w ʔ
603	nort2690	æ ɒ b d̪ d̠ʒ e f ɡ h i j k l m n̪ ŋ ɵ p ɸ q ɾ ʁ s ʃ t̪ t̠ʃ ʉ z β̞ˠ χ
604	vani1248	a ã b d d̠ e ẽ ɛ ɛ̃ ɦ i ĩ l m n n̠ o õ ɔ ɔ̃ ɵ ɵ̃ p s t u ũ β
605	viet1252	a ɐ ɓ c ɗ e ɛ ɤ f ɣ h iʌ ɪ j k l̪ m n̪ ɲ ŋ o ɔ p s t̪ t̪ʰ uʌ ɯ̞ ɯʌ ʊ v ʌ w x z ʔ
606	mbab1239	a b d̠ d̪|d ɡ ɡʷ i j l̪|l m mb n̠ n̪|n n̠d̠ n̪d̪|nd ŋ ŋɡ ŋɡʷ ŋʷ r̪|r ɽ u ɯ w
607	wapp1239	a b d̪ e̞ f ɡ h i j j̰ k kʼ l̪|l l̪̰|l̰ m m̰ n̪|n n̪̰|n̰ o̞ p pʼ R̪|R R̪̰|R̰ s̪|s ʃ t t̪ t̪s̪|ts t̪s̪ʼ|tsʼ t̠ʃ t̠ʃʼ tʼ t̪ʼ u ʔ
608	wapi1253	a ã b̰ d d̰ ɡ h i ĩ ɨ ɨ̃ kʰ m n̠ pʰ ɾ s ʃ tʰ t̠ʃʰ u ũ w ʐ̰ ʔ
609	wara1303	a ã b ɛ ɛ̃ h i ĩ j k kʷ m n o õ ɺ s t u ũ β̞
610	nucl1620	a e̞ i ɪ j k ʟ͓̥ ɬ ɬ̪ m mb n n̪ nd n̪d̪z̪ ŋ ŋɡ ɔ p t t̪s̪ u w
611	wich1260	ɒ ɒː eː ɛ ɛː ɦ i k kʰ kʷ kʷʰ kʼ n̪|n n̪ː|nː oː R̪̰|R̰ s̪|s s̪ː|sː s̪ʼ|sʼ t̪|t t̪ʰ|tʰ t̪s̪|ts t̪s̪ː|tsː t̪s̪ʼ|tsʼ ʈʂʰ u w w̰ ʔ
612	wikm1247	a ɛ i j k l m n n̠ ŋ ɔ p r t t̠ ʊ w ʔ
613	wint1259	a b d d̠ʒ e̞ f h i j k kʼ m n o̞ p pʰ pʼ q qʼ ɹ s t tʰ tɬ tɬʼ tsʼ t̠ʃ t̠ʃʼ tʼ u w x ʔ θ χ
614	wiyo1248	a e̞ i j k kʰ kʷ kʷʰ l̪|l ɬ̪|ɬ m n̪|n o̞ p pʰ ɹ ɻ s̪|s ʃ t̪|t t̪ʰ|tʰ t̪s̪|ts t̪s̪ʰ|tsʰ t̠ʃ t̠ʃʰ u ɰ w ʔ
615	want1252	a æ e̞ ə i k kʷ m mb n̪|n n̪d̪|nd n̪z̪|nz ŋ ŋɡ ŋɡʷ ŋʷ o̞ p s̪|s t̪|t u
616	usan1239	a b d ɛ ɡ i j m mb n nd ŋɡ ɔ p s t u ʌ w ʔ
617	kama1365	a a̟ ɑ ɒ b d̪|d e̠̞ ɛ f ɡ h ɪ ɨ j k l̪|l m n̪|n ŋ o̟̞ ɔ p r̪|r s̪|s t̪|t ʉ ʊ ʋ
618	nucl1347	a aː b bː c d e eː ɛ ɛː f ɡ i iː j ɟ ɟː k l̪ l̪ː m mː n nː ɲ ŋ ø oː ɔ ɔː p qχ ɾ̪|ɾ s t u uː w ʔ χ
619	wari1266	a æ ɒ e ə ɛ i j k l̪|l mb n̪d̪|nd ŋɡ o̞ p R̪|R s̪|s t̪|t u w x β
620	wara1290	a̟ c cː ɛ i j k kː l m n ɲ ŋ ɔ p pː r t tː u w
621	bert1248	a b d̪|d d̠ʒ ɗ̪|ɗ e̞ ɡ h i j kʼ l̪|l m mb n̪|n n̪d̪|nd ŋ ŋɡ o̞ pʼ ɸ r̪|r s̪|s s̪ʼ|sʼ ʃ u w ʔ θ
622	wuch1236	a æ̃ ə f h ɦ i ĩ j k kʰ kɦ l̪|l m n̪|n ŋ o̞ õ̞ p pʰ pɦ s̪|s t̪|t t̪ʰ|tʰ t̪ɦ|tɦ t̪s̪|ts t̪s̪ʰ|tsʰ t̪s̪ɦ|tsɦ u v w y z̪|z ʔ
623	wang1291	a ᴅ i j k l m n n̠ n̪ ŋ p ɻ t t̠ t̪ u w
624	kawa1283	a b d̪|d e̞ ɣ ɣʷ h hʷ i j k kʷ l̪|l m n̪|n ŋ o̞ p ɾ̪|ɾ s̪|s ʃ t̪|t t̪s̪|ts t̠ʃ u ɯ v w z̪|z ʒ ʔ
625	komo1258	a b ɓ d ɗ e ə ɛ ɡ h i j k kʼ l m n ŋ o ɔ p pʼ r s sʼ ʃ t tʼ u w ʔ
626	libe1247	a ã b ɓ d ɛ ɛ̃ f ɡ ɡb ɡʷ ɣ i ĩ ɪ j k kp kʷ l m n ŋ ɔ ɔ̃ p ɾ s t u ũ ʊ v z
627	katc1249	a b ɓ c d d̪ ɗ̪ e̞ f ɡ i j ʄ k l m n ɲ ŋ o̞ p r s t t̪ u w
628	yagu1244	a ã e ẽ h i ĩ ɨ ɨ̃ j k m n ɔ ɔ̃ p ɾ t ts t̠ʃ ʊ ʊ̃ w
629	yaqu1251	a b d e̞ f ɡ h i j k l m n o̞ p ɾ s t t̠ʃ u w ʔ
630	yucu1253	a ɛ h i j k m n n̠ o̞ p pʰ ɺ ɾ s t tʰ t̠ʃ u w ʔ
631	taro1263	a b ɓ d̪|d d̠ʒ ɗ̪|ɗ e̞ ə f ɡ ɡb h i j k kp l̪|l m n̪|n ŋ o̞ p R̪|R s̪|s ʃ t̪|t t̠ʃ u v w z̪|z ʒ
632	yaga1260	a ae̞ ao̞ b d ɛ ɛi ɡ h i j k ʟ m n o̞ o̞u p s t u v ʔ
633	yidi1250	a b d ɡ i j ɟ l m n ɲ ŋ r ɻ u w
634	nort2745	a̟ b d̪|d ɛ ɡ ɪ j ɟ k l̪|l l̪ˠ|lˠ m n̪|n ɲ ŋ o̞ ɵ̞ p q r̪ˠ|rˠ ʁ s̪|s t̪|t t̠ʃ u w
635	yana1271	a ai au b d̪ d̠ʒ e̞ ɡ h i j kʰ kʼ l̪|l m n̪ o̞ pʰ pʼ R̪|R s̪ t̪ʰ t̠ʃʰ t̠ʃʼ t̪ʼ u ui w x ʔ
636	yoru1245	a b d d̠ʒ e ɛ ɛ̃ f ɡ ɡb h i ĩ j k kp l m n o ɔ ɔ̃ ɾ s ʃ t u ũ w
637	yare1248	a b d dz e̞ ɡ i j k m n o̞ ɸ ɾ s t u w
638	nene1249	a ă b bʲ ð ðʲ e̞ i ĭ j k l̪|l l̪ʲ|lʲ m mʲ n̪|n n̪ʲ|nʲ ŋ o̞ p pʲ r̪|r r̪ʲ|rʲ s̪|s s̪ʲ|sʲ t̪|t t̪ʲ|tʲ t̪s̪|ts t̪s̪ʲ|tsʲ u ŭ x ʔ ʔ̬ β
639	yess1239	a ɒ ɜ h ɨ j kʰ kʷ l m mb n nd ŋɡ ŋɡʷ ɸ r s tʰ w
640	yuca1254	a a̰ b̰ e̞ ɛ̰ h i ḭ j k kʼ l m n̪|n o̞ ɔ̰ p pʼ s ʃ t̪|t ts tsʼ t̠ʃ t̠ʃʼ t̪ʼ|tʼ u ṵ w ʔ
641	yuch1247	a æ b d̪|d d̪z̪|dz d̠ʒ e ẽ̞ ɡ h i j j̰ k kʰ kʼ l̪|l l̪̰|l̰ ɬ̪|ɬ ɬ̪ʼ|ɬʼ n̪|n n̪̰|n̰ o õ̞ p pʰ pʼ ɸ ɸʼ s̪|s s̪ʼ|sʼ ʃ ʃʼ t̪|t t̪ʰ|tʰ t̪s̪|ts t̪s̪ʰ|tsʰ t̪s̪ʼ|tsʼ t̠ʃ t̠ʃʰ t̠ʃʼ t̪ʼ|tʼ u w w̰ ʔ
642	yuec1235	a æ f h i j k kʰ kʷ kʷʰ l̪|l l̪̥|l̥ m n̪|n ŋ ɔ p pʰ ʃ t̪|t t̪ʰ|tʰ t̠ʃ t̠ʃʰ u w
643	yulu1243	a b ɓ c d̪ d̪z̪ ɗ̪ e ɛ f ɡ ɡb h i j ɟ ʄ k kp l̪ m mb ɱv n̪ n̪d̪ n̪z̪ ɲ ɲɟ ŋ ŋɡ ŋmɡb o ɔ p r̪ s̪ t̪ u v w z̪ ʔ
644	nucl1454	a b d d̠ʒ e̞ i j k m n nʲ o̞ p ɾ s sʲ t u w
645	zand1248	a ã b d ɛ ɛ̃ ɜ ɜ̃ f ɡ ɡb h i ĩ ɪ ɪ̃ j k kp m n ɲ ɔ ɔ̃ p ɺ s t u ũ ʊ ʊ̃ v w z
646	copa1236	a b d ɛ ɤ̟̞̃ ɡ h i j k l m n ŋ o̞ p s t ts u w ʔ
647	zulu1248	a ɓ d̠ʒ ɛ f h ɦ i j k kʰ kʟ̥ʼ kʼ kǁ͓ kǃ̠ kǃ͓ l ɬ ɮ m n n̠ ɔ p pʰ pʼ r s ʃ t tʰ t̠ʃʼ tʼ u v w z
648	zuni1245	a ɛ h i j kʰ kʷʰ kʷʼ kʼ l̪|l ɬ̪|ɬ m n̪|n ɔ p s̪|s ʃ t̪|t t̪s̪ʰ|tsʰ t̪s̪ʼ|tsʼ t̠ʃʰ t̠ʃʼ u w ʔ
649	abid1235	a ã b c d e ẽ ɛ ɛ̃ f ɡ ɡb h i ĩ ɪ ɪ̃ j ɟ k kp l m n ɲ o õ ɔ ɔ̃ p r s t u ũ ʊ ʊ̃ w ʔ
650	adio1239	˦ ˦˨ ˨ a b d dz e ɛ f ɡ ɡb h i j k kp l m n ɲ ŋ o ɔ p r s t t̠ʃ u w
651	ajab1235	˦ ˦˨ ˧ ˨ ˨˦ a ã b d d̠ʒ ɖ e ɛ ɛ̃ f ɡ ɡb ɣ i ĩ j k kp l m n ɲ ŋ o ɔ ɔ̃ p r ʁ s ʃ t t̠ʃ u ũ v w z ʒ χ
652	ajab1235	a ã b d d̠ʒ ɖ e ẽ ɛ ɛ̃ f ɡ ɡb h i ĩ j k kp l m n ɲ ŋ o õ ɔ ɔ̃ s t t̠ʃ u ũ v w x z
653	anyi1244	a ã b ç d d̠ʒ e ə ə̃ ɛ f ɡ ɡb h i ĩ ɪ ɪ̃ j k kp l m n ɲ ŋʷ o ɔ p s t t̠ʃ u ũ ʊ ʊ̃ w
654	igoo1238	˦ ˧ ˨ a b d d̠ʒ ɖ e ɛ f ɡ ɡb h i j k kp l m n ɲ ŋ o ɔ p s t t̠ʃ u v w z
655	akan1250	˦ ˦˨ ˧ ˨ a b d e ɛ f ɡ h i ɪ j k kʷ l m n nʷ ŋ o ɔ p r s t u ʊ w
656	akoo1248	˦ ˦˨ ˨ ˨˦ a aː ɒː b d d̠ʒ e eː ə əː ɛ ɛː ɤː ɡ h i iː j k l m mb n nd nz ɲ ŋ ŋɡ o oː ɔ ɔː p s t t̠ʃ u uː w ʔ
657	ngas1240	˦ ˧ ˨ a aː b ɓ d d̠ʒ ɗ e ɛ f ɡ ɣ h i ɨ ɨː k l m n ŋ o p r s ʃ t t̠ʃ u v z ʒ ʔ
658	anuf1239	˦ ˨ a ã aː b d d̠ʒ e eː ɛ ɛ̃ ɛː f ɡ ɡb h i ĩ iː j k kp l m n ɲ ŋ ŋm o oː ɔ ɔ̃ ɔː p s ʃ t t̠ʃ u ũ uː w
659	suda1236	a aː b bː d dː d̠ʒ d̠ʒː dˤ dˤː eː f fː ɡ ɡː ɣ ɣː h ħ hː ħː i iː j jː k kː l lː m mː n nː oː r rː s sː sˤ sˤː ʃ ʃː t tː tˤ tˤː u uː v vː w wː x xː z zː zˤ zˤː ʔ ʔː ʕ ʕː
660	avok1242	˦ ˧ ˨ ˨˦ a aː b ɓ d dr dz ɗ ə əː ɛ ɛː f ɡ ɡb h i iː ɪ ɪː j k kp l m mb ɱv n nd ndr ndz ɲ ŋ ŋɡ ŋmɡb ɔ ɔː p r s t tr ts u uː v w wˀ z ʔ ʔʲ
661	veng1238	˦ ˦˧ ˦˨ ˧ ˨ ˨˦ ˨˦˧ ˨˧ ˩ a aː b bʷ d dʷ d̠ʒ e eː ə əː ɛ f fʷ ɡ ɡʷ ɣ i iː ɨ ɨː j jʷ k kʷ l lʷ m mb mbʷ mʷ ɱf ɱfʷ ɱv n nd ndʷ n̠d̠ʒ n̠d̠ʒʷ ns nsʷ n̠ʃ n̠ʃʷ nt ntʷ nʷ nz nzʷ ɲ ɲʷ ŋ ŋɡ ŋɡʷ ŋk ŋkʷ ŋʷ o oː ɔ ɔː s sʷ ʃ ʃʷ t tʷ u uː v w z zʷ ʔ
662	bafu1246	˦ ˦˨ ˦↓˦ ˧ ˧˨ ˨ ˨˦ ˨˧ ˨˧˨ ↓˦˨ a aː b d dz e eː ə əː ɛ ɛː f ɡ ɣ i iː ɨ ɨː j k l m n ŋ o oː ɔ ɔː r s ʃ t ts u uː w z ʒ ʔ
663	baka1272	˦ ˦˨ ˧ ˧˨ ˨ ˨˧ a b ɓ d ɗ e ɛ ɡ ɡb h i j ɟ k kp l m mb n nd ɲ ɲɟ ŋɡ ŋmɡb o ɔ ɸ s t u w ʔ
664	bamb1269	˦ ˨ a ã aː b d d̠ʒ e ẽ eː ɛ ɛ̃ ɛː f ɡ h i ĩ iː j k l m n ɲ ŋ o õ oː ɔ ɔ̃ ɔː p r s t t̠ʃ u ũ uː w z
665	band1345	˦ ˦˨ ˧ ˨ ˨˦ a b d d̠ʒ e ə f ɡ ɡb h i ɨ j k kp l m mb ɱv n nd n̠d̠ʒ ɲ ŋɡ ŋmɡb o ɔ p r s ʃ t t̠ʃ u v ⱱ w z ʒ ʔ
666	band1345	˦ ˧ ˨ a b d d̠ʒ e ə ɛ f ɡ ɡb h i ɨ j k kp l m mb mv n nd n̠d̠ʒ nz ɲ ŋɡ ŋmɡb o ɔ p ɾ s ʃ t t̠ʃ u ʉ v ⱱ w z ʒ ʔ
667	band1352	˦ ˦˨ ˨ ↓˦ a ã aː ɓ d e ẽ eː ɛ ɛ̃ ɛː f ɡ ɡb ɣ h i ĩ iː j k kp l m mb n nd n̠d̠ʒ ŋ ŋɡ o õ oː ɔ ɔ̃ ɔː p s t u ũ uː v w
668	baou1238	˦ ˦˨ ˨ ˨˦ a ã b c d e ɛ ɛ̃ f ɡ ɡb i ĩ j ɟ k kp l m n ɲ o ɔ ɔ̃ p r s t u ũ v w z
669	baat1238	˦ ˨ a ã b d e ɛ ɛ̃ f ɡ ɡb h i ĩ j k kp l m n o ɔ ɔ̃ p r s t u ũ w
670	basa1284	˦ ˦˨ ˧ ˨ ˨˦ a b ɓ c d e ɛ f ɡʷ h i j ɟ k kʷ l m mb n nd ɲ ɲɟ ŋ ŋɡ ŋɡʷ ŋʷ o ɔ p r s t u ɥ v w
671	nucl1418	˦ ˦˨ ˧ ˧˨ ˨ ˨˦ ˨˧ a b ɓ d d̠ʒ ɖ e ɛ f ɡ ɡb h i j k kp m n ɲ o ɔ p s t t̠ʃ u v w z
672	ntch1242	˦ ˧ ˨ a b d d̠ʒ eː f ɡ ɡb i j k kp l m n ɲ ŋ ŋm oː ɔ p r s t t̠ʃ u w
673	gagn1235	˦ ˨ a aː b c d e eː ə əː ɛ ɛː f ɡ ɡb ɣ i iː ɪ ɪː ɨ ɨː j ɟ k kp l m n ɲ ŋ o oː ɔ ɔː p s t u uː ʉ ʉː ʊ ʊː v ʌ ʌː w z β
674	bekw1241	˦ ˧ ˨ a aː b d d̠ʒ e eː f ɡ ɡb h i iː j k kp l m n ɲ ŋ ŋm o oː p r s ʃ t t̠ʃ u uː w
675	bero1242	a b d d̠ʒ e ɛ f ɡ ɡb h i j k kp l m n ŋ o ɔ p r s ʃ t ts t̠ʃ u v w z
676	beng1286	˦ ˦˨ ˧ ˧˨ ˨ ˨˦ a ã aː b c d e eː ɛ ɛ̃ ɛː f ɡ ɡb h i ĩ iː j ɟ k kp l m n ɲ ŋ ŋm o oː ɔ ɔ̃ ɔː p r s t u ũ uː v w z
677	bhel1238	˦ ˨ a b ɓ d d̠ʒ ɗ e ɛ ɡ ɡb h i j k kp l m n ɲ o ɔ p s t u w
678	bial1238	˦ ˧ ˨ a ã b d e ə ə̃ f h i ĩ j k l m n o p ɾ s t u ũ w
679	bimo1239	˥˩ ˦ ˧ ˨ a ã aː b d d̠ʒ e ẽ eː f ɡ ɡb h i ĩ iː j k kp l m n ɲ ŋ ŋm o õ oː ɔ ɔ̃ ɔː p r s t t̠ʃ u ũ uː w
680	biss1248	˦ ˧ ˨ a ã b d d̠ʒ e ẽ ə ɛ f ɡ ɡʲ h i ĩ ɪ j k kʲ l m n ɲ ŋ o õ ɔ p r s t t̠ʃ u ũ ʊ v w z
