GLOTTOCODE	NAME	FAMILY	MACROAREA	LATITUDE	LONGITUDE
mose1249	Mosetén-Chimané	(isolate or unclassified)	South America	-14.64448	-67.83756
moss1236	Mossi	Atlantic-Congo	Africa	10.4524	-1.17278
motl1237	Mwotlap	Austronesian	Papunesia	-13.655015	167.706277
movi1243	Movima	(isolate or unclassified)	South America	-13.8115	-65.6348
moyo1238	Moyon	Sino-Tibetan	Eurasia	24.4793	94.3421
mpad1242	Mpade	Afro-Asiatic	Africa	12.4609	14.5833
mpal1238	Mpalitjanh	Pama-Nyungan	Australia		
mpar1238	Mparntwe Arrernte	Pama-Nyungan	Australia		
mpon1254	Mpongmpong	Atlantic-Congo	Africa	3.14015	14.866
mudb1240	Mudburra	Pama-Nyungan	Australia	-16.7694	132.329
mudh1235	Mudhili Gadaba	Dravidian	Eurasia	18.276	83.378
mufi1238	Mufian	Nuclear Torricelli	Papunesia	-3.57932	142.955
muin1242	Muinane	Boran	South America	-0.8652	-72.4249
mull1237	Mullukmulluk	Northern Daly	Australia	-13.2973	130.615
mulu1243	Muluridyi	Pama-Nyungan	Australia	-17.0601	145.329
muna1247	Muna	Austronesian	Papunesia	-5.40419	122.541
mund1320	Mundari	Austroasiatic	Eurasia	25.0391	87.1792
mund1325	Mundang	Atlantic-Congo	Africa	9.83195	14.4751
mund1326	Mündü	Atlantic-Congo	Africa	4.22755	29.9967
mund1327	Mundani	Atlantic-Congo	Africa	5.68073	9.91533
mund1328	Mundabli	Atlantic-Congo	Africa	6.59969	10.2704
mund1330	Mundurukú	Tupian	South America	-8.41095	-57.691
mung1266	Mungaka	Atlantic-Congo	Africa	5.89752	10.0294
muni1258	Muniche	(isolate or unclassified)	South America	-5.80546	-76.2811
munj1244	Munji	Indo-European	Eurasia	35.9321	70.9404
mura1269	Kuninjku	Gunwinyguan	Australia		
murl1244	Murle	Surmic	Africa	6.69756	33.988
murr1258	Murriny Patha	Southern Daly	Australia	-14.74852	129.70152
murr1259	Murrinhpatha	Southern Daly	Australia		
muru1266	Muruwari	Pama-Nyungan	Australia	-28.9618	146.546
muru1274	Murui Huitoto	Huitotoan	South America	-1.13669	-73.8331
muya1243	Muyang	Afro-Asiatic	Africa	10.86047	14.21246
mvum1238	Mvumbo	Atlantic-Congo	Africa		
mwag1236	Mwaghavul	Afro-Asiatic	Africa	9.47205	8.96522
mwal1237	Mwali Comorian	Atlantic-Congo	Africa	-12.3164	43.741
mwan1247	Mwani	Atlantic-Congo	Africa	-12.5821	40.4601
mwan1250	Mwan	Mande	Africa	7.87533	-5.94577
myen1241	Myene	Atlantic-Congo	Africa	-1.48741	9.50247
naas1242	Naasioi	South Bougainville	Papunesia	-6.46022	155.632
nade1244	Nadëb	Nadahup	South America	-1.24449	-66.3068
nafa1258	Nafaanra	Atlantic-Congo	Africa	8.00522	-2.51001
naga1394	Naga Pidgin	Indo-European	Eurasia	25.2508	93.4438
naia1238	Manyallaluk Mayali	Gunwinyguan	Australia		
naik1250	Naiki	Dravidian	Eurasia		
najd1235	Najdi Arabic	Afro-Asiatic	Eurasia	30.3371	42.1773
naka1260	Nakara	Maningrida	Australia	-12.07653	134.32729
naki1238	Naki	Atlantic-Congo	Africa	6.62784	10.2378
nama1264	Nama (Namibia)	Khoe-Kwadi	Africa	-25.0747	17.9767
nama1265	Nama	Khoe-Kwadi	Africa		
nami1256	Namia	Sepik	Papunesia	-3.85538	141.788
nana1257	Nanai	Tungusic	Eurasia	48.4343	134.797
nand1266	Nandi	Nilotic	Africa	0.793737	35.408478
nang1259	Nangikurrunggurr	Southern Daly	Australia	-14.268	131.237
nank1250	Nankina	Nuclear Trans New Guinea	Papunesia	-5.80804	146.464
nant1250	Nanti	Arawakan	South America	-12.1018	-72.3507
napo1242	Napo Lowland Quechua	Quechuan	South America	-0.072525	-76.3889
nara1262	Nara	(isolate or unclassified)	Africa	15.3251	37.499
nari1240	Narim	Surmic	Africa	4.80331	33.3312
nari1241	Nari Nari	Pama-Nyungan	Australia		
narp1239	Nar Phu	Sino-Tibetan	Eurasia	28.76714	84.22852
narr1259	Narrinyeri	Pama-Nyungan	Australia	-36.2301	140.158
naru1238	Narungga	Pama-Nyungan	Australia	-34.69	137.535
nate1242	Nateni	Atlantic-Congo	Africa	10.5191	1.21879
natu1246	Natügu	Austronesian	Papunesia	-10.6771	165.835
nauk1242	Naukan Yupik	Eskimo-Aleut	Eurasia	65.5184	-171.755
nava1243	Navajo	Athabaskan-Eyak-Tlingit	North America	36.2106	-110.082
nawd1238	Nawdm	Atlantic-Congo	Africa	7.17037	0.58553
nawu1242	Nawuri	Atlantic-Congo	Africa	8.45116	0.04947
naxi1245	Naxi	Sino-Tibetan	Eurasia	27.5	100.0
ncan1245	Ncane	Atlantic-Congo	Africa	6.50696	10.5312
ndai1238	Ndai	Atlantic-Congo	Africa	8.09039	14.2888
ndal1241	Ndali	Atlantic-Congo	Africa	-9.88948	33.6118
ndam1239	Ndamba	Atlantic-Congo	Africa	-8.40485	36.0271
ndem1249	Ndemli	Atlantic-Congo	Africa	4.58061	10.2197
ndog1248	Ndogo	Atlantic-Congo	Africa	7.73028	27.5588
ndon1254	Ndonga	Atlantic-Congo	Africa	-17.6417	19.1631
ndra1239	Ndra'ngith	Pama-Nyungan	Australia		
ndut1239	Ndut	Atlantic-Congo	Africa	14.925	-16.9811
ndzw1235	Ndzwani Comorian	Atlantic-Congo	Africa	-12.2123	44.3709
nene1249	Tundra Nenets	Uralic	Eurasia	66.1775	71.0234
nepa1253	Nepali Kurux	Dravidian	Eurasia	26.72057	86.00255
nepa1254	Nepali	Indo-European	Eurasia	28.0	85.0
newa1246	Kathmandu Valley Newari	Sino-Tibetan	Eurasia	27.2614	84.9577
nezp1238	Nez Perce	Sahaptian	North America	46.3073	-116.408
ngaa1240	Ngaanyatjarra	Pama-Nyungan	Australia	-25.7514	127.602
ngad1258	Ngadjunmaya	Pama-Nyungan	Australia	-32.02447	124.46601
ngad1261	Ngad'a	Austronesian	Papunesia	-8.79508	120.976
ngal1292	Ngalkbun	Gunwinyguan	Australia	-13.9783	133.936
ngal1293	Ngalakgan	Gunwinyguan	Australia	-14.4281	134.716
ngal1294	Ngaliwurru	Mirndi	Australia		
ngam1268	Ngambay	Central Sudanic	Africa	8.57051	15.414
ngam1284	Ngamini	Pama-Nyungan			
ngan1291	Nganasan	Uralic	Eurasia	73.1354	86.2106
ngan1295	Ngandi	Gunwinyguan	Australia	-12.8448	134.649
ngan1296	Nganyaywana	Pama-Nyungan	Australia	-29.581	151.313
ngan1299	Ngangam	Atlantic-Congo	Africa	10.2523	0.70509
ngan1300	Ngandyera	Atlantic-Congo	Africa	-16.6359	21.1928
ngar1235	Ngarinman	Pama-Nyungan	Australia	-15.4661	130.651
ngar1283	Ngarnka	Mirndi	Australia	-17.42	134.73
ngar1284	Ngarinyin	Worrorran	Australia	-16.4006	126.433
ngar1286	Ngarla on the Ashburton river south of the Hamersley range	Bookkeeping	Australia		
ngar1287	Ngarluma	Pama-Nyungan	Australia	-20.9235	117.203
ngar1288	Ngardi	Pama-Nyungan	Australia		
ngar1296	Ngarla	Pama-Nyungan	Australia	-20.20748	119.30579
ngar1297	Ngarigu	Pama-Nyungan	Australia	-36.23	149.13
ngas1238	Ngasa	Nilotic	Africa	-2.97716	37.528
ngas1240	Ngas	Afro-Asiatic	Africa	9.32042	9.46146
ngaw1240	Ngawun	Pama-Nyungan	Australia	-19.4484	141.471
ngaz1238	Ngazidja Comorian	Atlantic-Congo	Africa	-11.6129	43.36
ngba1285	Ngbaka Minagende	Atlantic-Congo	Africa	2.98887	18.994
ngem1255	Ngemba	Atlantic-Congo	Africa	5.97864	10.1469
ngie1241	Ngiemboon	Atlantic-Congo	Africa	5.56777	10.1266
ngin1247	Ngindadj	Pama-Nyungan			
ngit1239	Ngiti	Central Sudanic	Africa	1.30455	30.2242
ngiz1242	Ngizim	Afro-Asiatic	Africa	12.1051	11.0178
ngko1236	Ngkoth	Pama-Nyungan	Australia	-12.740575	141.886762
ngom1271	Ngombale	Atlantic-Congo	Africa	5.70306	10.1446
ngom1272	Ngomba	Atlantic-Congo	Africa	5.63067	10.237
ngos1238	Ngoshie	Atlantic-Congo	Africa	6.04616	9.83193
ngum1253	Ngumbarl	Nyulnyulan	Australia		
ngwe1238	Ngwe	Atlantic-Congo	Africa	5.49787	9.9028
nhan1238	Nhanda	Pama-Nyungan	Australia	-27.42523643	114.2680442
nhen1239	Nhengatu	Tupian	South America	1.04503	-66.9646
nhir1234	Nhirrpi	Pama-Nyungan	Australia		
nhuw1239	Nhuwala	Pama-Nyungan	Australia	-21.38154	115.74542
nias1242	Nias	Austronesian	Papunesia	0.90691	97.4961
niel1243	Niellim	Atlantic-Congo	Africa	9.70362	17.81346
nige1253	Hausa States Fulfulde	Atlantic-Congo	Africa	10.9972	11.1188
nige1255	Western Mambila	Atlantic-Congo	Africa	6.69736	11.3161
nige1257	Nigerian Pidgin	Indo-European	Africa	9.65873	4.21068
nija1241	Nyiyaparli	Pama-Nyungan	Australia	-22.8558	120.831
nima1245	Nimanbur	Nyulnyulan	Australia	-17.374	123.228
nina1238	Ninam	Yanomamic	South America	4.03894	-62.7801
ning1273	Ningil	Nuclear Torricelli	Papunesia	-3.49733	142.251
nisg1240	Nisga'a	Tsimshian	North America	55.199	-129.192
niva1238	Nivaclé	Matacoan	South America	-22.8557	-61.7606
njeb1242	Njebi	Atlantic-Congo	Africa	-2.18115	12.7063
njye1238	Njyem	Atlantic-Congo	Africa	2.30483	14.1175
nkon1248	Nkonya	Atlantic-Congo	Africa	7.20316	0.3209
nobi1240	Nobiin	Nubian	Africa	22.8142	31.8376
noma1260	Nomaande	Atlantic-Congo	Africa	4.5893	10.9157
noma1263	Nomatsiguenga	Arawakan	South America	-11.5349	-74.4371
nonu1241	Nonuya	Huitotoan	South America	-1.25	-72.5
noon1243	Noone	Atlantic-Congo	Africa	6.37256	10.5707
nort1550	Taos Northern Tiwa	Kiowa-Tanoan	North America	36.4277	-105.604
nort2626	Northern Frisian	Indo-European	Eurasia	54.6409	8.58489
nort2627	Eastern Low German	Indo-European	Eurasia	50.771	6.092
nort2641	Northern Kurdish	Indo-European	Eurasia	37.0	43.0
nort2646	Northern Pashto	Indo-European	Eurasia	34.0	71.33
nort2647	Northwestern Pakhto	Indo-European	Eurasia		
nort2671	North Saami	Uralic	Eurasia	68.725	22.1113
nort2684	Northern Khmer	Austroasiatic	Eurasia	14.4674	103.863
nort2686	Northern Altai	Turkic	Eurasia	50.8998	88.0672
nort2690	Northern Uzbek	Turkic	Eurasia	43.7489	59.231
nort2697	North Azerbaijani	Turkic	Eurasia	40.9777	46.4737
nort2699	Northwestern Kolami	Dravidian	Eurasia	20.1022	78.4934
nort2722	Northern Qiang	Sino-Tibetan	Eurasia	32.2766	103.192
nort2735	Northern Dong	Tai-Kadai	Eurasia	26.9944	109.204
nort2740	Northern Thai	Tai-Kadai	Eurasia	18.857495	100.20739
nort2741	Northeastern Thai	Tai-Kadai	Eurasia	14.3253	102.986
nort2745	Northern Yukaghir	Yukaghir	Eurasia	65.3874	151.318
nort2765	Northern Kissi	Atlantic-Congo	Africa	8.7283	-10.4063
nort2774	Northern Ngbandi	Atlantic-Congo	Africa	3.56357	21.85251
nort2775	Northwest Gbaya	Atlantic-Congo	Africa	5.9503	15.2569
nort2780	Northern Dagara	Atlantic-Congo	Africa	11.0441	-3.0124
nort2784	Northern Nuni	Atlantic-Congo	Africa	12.131	-2.98206
nort2787	Northern Toussian	Atlantic-Congo	Africa	11.133	-4.88274
nort2795	Zimbabwean Ndebele	Atlantic-Congo	Africa	-20.2513	27.4096
nort2810	Northern Grebo	Atlantic-Congo	Africa	5.17103	-8.1409
nort2815	Northeastern Dinka	Nilotic	Africa	9.27995	31.8392
nort2819	Northern Bobo Madaré	Mande	Africa	12.4182	-4.47538
nort2828	North Moluccan Malay	Austronesian	Papunesia	-0.86437	128.323
nort2845	North Marquesan	Austronesian	Papunesia	-8.89412	-140.108
nort2938	Northern Haida	Haida	North America	54.004532	-132.079257
nort2943	North Alaskan Inupiatun	Eskimo-Aleut	North America	69.582	-143.77
nort2952	Northeast Maidu	Maiduan	North America	40.4102	-120.645
nort2954	Northern Paiute	Uto-Aztecan	North America	40.0799	-119.536
nort2957	Northern Puebla Nahuatl	Uto-Aztecan	North America	20.1356	-97.9814
nort2966	Northern Pomo	Pomoan	North America	39.1084	-123.209
nort2972	Northern Emberá	Chocoan	South America	7.12761	-77.574
nort2976	North Bolivian Quechua	Quechuan	South America	-14.4014	-68.7894
nort2979	Northern Conchucos Ancash Quechua	Quechuan	South America	-8.97356	-77.4146
nort2980	North Junín Quechua	Quechuan	South America	-11.2132	-75.8128
nort2984	Northern Pame	Otomanguean	North America	22.0968	-99.6434
nort3047	North Giziga	Afro-Asiatic	Africa	10.6755	14.219
norw1258	Norwegian	Indo-European	Eurasia	59.92	10.71
norw1259	Norwegian Bokmål	Indo-European	Eurasia	61.112	8.886
ntch1242	Ntcham	Atlantic-Congo	Africa	9.23971	0.599275
ntom1248	Ntomba	Atlantic-Congo	Africa	-1.99062	18.265
nubi1253	Nubi	Afro-Asiatic	Africa	-0.183215	34.7552
nucl1235	Eastern Armenian	Indo-European	Eurasia	40.0	45.0
nucl1240	Mumuye	Atlantic-Congo	Africa	8.90347	11.71545
nucl1290	Zhenkang Wa	Austroasiatic	Eurasia	23.1024	99.108
nucl1301	Turkish	Turkic	Eurasia	39.8667	32.8667
nucl1302	Georgian	Kartvelian	Eurasia	41.850397	43.78613
nucl1305	Kannada	Dravidian	Eurasia	13.5878	76.1198
nucl1310	Burmese	Sino-Tibetan	Eurasia	20.7926	93.9665
nucl1327	Limilngan	Limilngan-Wulna	Australia	-12.4294	131.845
nucl1339	Temein	Temeinic	Africa	11.8275	29.3898
nucl1347	Wolof	Atlantic-Congo	Africa	15.2534	-15.383
nucl1417	Igbo	Atlantic-Congo	Africa	4.62705	7.23441
nucl1418	Bassa	Atlantic-Congo	Africa	7.27501	-11.543
nucl1440	Masalit	Maban	Africa	13.2733	22.1752
nucl1454	Yawa	Yawa-Saweru	Papunesia	-1.77196	136.263
nucl1460	Madurese	Austronesian	Papunesia	-7.0	113.0
nucl1620	Wahgi	Nuclear Trans New Guinea	Papunesia	-6.11629	144.665
nucl1632	Sentani	Sentanic	Papunesia	-2.6013	140.512
nucl1633	Nimboran	Nimboranic	Papunesia	-2.5803	140.179
nucl1634	Skou	Sko	Papunesia	-2.64378	140.902
nucl1643	Japanese	Japonic	Eurasia	35.0	135.0
nucl1649	Southern-Coastal Tsimshian	Tsimshian	North America	52.59103	-128.544545
nucl1668	Katukína	Bookkeeping	South America	-8.19121	-70.3822
nucl1683	Daba	Afro-Asiatic	Africa	10.3521	13.6318
nucl1695	Bole	Afro-Asiatic	Africa	11.4839	11.2322
nucl1696	Tangale	Afro-Asiatic	Africa	9.75444	11.3228
nucl1729	Nuclear Tamang	Sino-Tibetan			
nuer1246	Nuer	Nilotic	Africa	8.13911	32.3829
nugu1241	Nugunu (Australia)	Pama-Nyungan	Australia	-31.9899	133.908
nugu1242	Nugunu (Cameroon)	Atlantic-Congo	Africa	4.63103	11.1837
nuka1242	Nukak Makú	Kakua-Nukak	South America	2.65939	-71.4629
nuku1263	Nukuini	Pano-Tacanan	South America	-7.339	-73.5044
nung1283	Nung (Viet Nam)	Tai-Kadai	Eurasia	20.8965	104.286
nung1290	Wubuy	Gunwinyguan	Australia	-14.2623	135.753
nung1291	Nungali	Mirndi	Australia	-14.9109	131.641
nupe1254	Nupe-Nupe-Tako	Atlantic-Congo	Africa	9.18404	5.40031
nuuc1236	Nuu-chah-nulth	Wakashan	North America	49.67	-126.67
nyab1255	Nyabwa	Atlantic-Congo	Africa	6.87615	-6.84428
nyah1250	Nyahkur	Austroasiatic	Eurasia	15.8909	101.515
nyam1271	Nyamal	Pama-Nyungan	Australia	-21.6092	119.693
nyam1276	Nyamwezi	Atlantic-Congo	Africa	-5.08559	32.94452
nyam1277	Nyambo	Atlantic-Congo	Africa	-1.6096	30.9156
nyam1285	Nyam	Afro-Asiatic	Africa	9.18024	10.83652
nyan1301	Nyangumarta	Pama-Nyungan	Australia	-20.6271	121.391
nyan1307	Nyankole	Atlantic-Congo	Africa	-0.46364	30.548
nyan1313	Nyang'i	Kuliak	Africa	3.4997	33.73651
nyaw1245	Nyaw	Tai-Kadai	Eurasia	17.1213	104.151
nyaw1247	Nyawaygi	Pama-Nyungan	Australia	-18.8743	146.216
nyeu1238	Nyeu	Austroasiatic	Eurasia	14.8817	104.33
nyig1240	Nyigina	Nyulnyulan	Australia	-17.9594	124.348
nyis1236	Nyishi-Hill Miri	Sino-Tibetan	Eurasia	27.278263	93.675529
nyol1238	Nyole	Atlantic-Congo	Africa	0.88072	33.9181
nyon1241	Nyong	Atlantic-Congo	Africa	7.274185	11.061485
nyul1247	Nyulnyul	Nyulnyulan	Australia	-16.9129	122.851
nyun1247	Nyunga	Pama-Nyungan	Australia	-33.1199	118.151
nzim1238	Nzima	Atlantic-Congo	Africa	5.1785	-2.81123
obol1243	Obolo	Atlantic-Congo	Africa	4.62851	7.81985
ocai1244	Ocaina	Huitotoan	South America	-2.159	-72.1422
occi1239	Occitan	Indo-European	Eurasia	44.1415	6.82979
ofay1240	Ofayé	Nuclear-Macro-Je	South America	-22.278	-53.7227
ogbi1239	Ogbia	Atlantic-Congo	Africa	4.75352	6.34034
okoo1245	Oko	Atlantic-Congo	Africa		
okuu1243	Oku	Atlantic-Congo	Africa	6.23712	10.5096
olub1238	Olu'bo	Central Sudanic	Africa	4.6242	31.9103
olut1240	Oluta Popoluca	Mixe-Zoque	North America	17.8937	-94.8863
omag1248	Omagua	Tupian	South America	-3.526	-69.1667
onaa1245	Selk'nam	Chonan	South America	-54.0	-68.5
onei1249	Oneida	Iroquoian	North America	43.438742	-75.708106
onge1236	Önge	Jarawa-Onge	Eurasia	10.6926	92.4707
opuu1239	T'apo	Koman	Africa	8.47526	33.853
orej1242	Maijiki	Tucanoan	South America	-2.86315	-72.4926
oriy1255	Odia	Indo-European	Eurasia	21.0	85.0
orma1241	Orma	Afro-Asiatic	Africa	-1.79489	39.60749
ormu1247	Ormuri	Indo-European	Eurasia	32.6819	69.3444
orok1266	Oroko	Atlantic-Congo	Africa	4.89504	9.15209
orok1269	Orokaiva	Nuclear Trans New Guinea	Papunesia	-8.79019	148.09
orow1243	Oro Win	Chapacuran	South America	-10.737	-64.0299
osse1243	Ossetian	Indo-European	Eurasia	41.7882	43.2674
otor1240	Otoro	Heibanic	Africa	11.1187	30.573
otuh1238	Otuho	Nilotic	Africa	4.16379	32.6641
oyka1239	Oykangand	Pama-Nyungan	Australia		
paca1246	Pacahuara	Pano-Tacanan	South America	-11.9968	-65.5568
paco1243	Pacoh	Austroasiatic	Eurasia	16.3353	107.094
paez1247	Páez	(isolate or unclassified)	South America	2.61516	-76.3125
pagi1243	Pagibete	Atlantic-Congo	Africa	3.15636	22.1212
pait1244	Paite Chin	Sino-Tibetan	Eurasia	24.0381	93.6136
pait1247	Pai Tavytera	Tupian	South America	-23.15945	-56.11758
paiw1248	Paiwan	Austronesian	Papunesia	22.3271	120.806
paka1251	Pakanha	Pama-Nyungan	Australia	-15.0908	142.74
pala1344	Palauan	Austronesian	Papunesia	7.34138	134.476678
pali1279	Palikúr	Arawakan	South America	3.63993	-51.6246
pall1243	Pallanganmiddang	Pama-Nyungan	Australia	-35.03278179	149.3371079
palo1243	Palor	Atlantic-Congo	Africa	14.8628	-16.9557
pamp1243	Pampanga	Austronesian	Papunesia	14.9603	120.502
pana1294	Pana	Atlantic-Congo	Africa		
pana1305	Panamint	Uto-Aztecan	North America	36.0007	-117.901
pana1307	Panará	Nuclear-Macro-Je	South America	-10.58	-53.0
pang1287	Pangwa	Atlantic-Congo	Africa	-9.96782	34.8039
pang1290	Pangasinan	Austronesian	Papunesia	15.9377	120.365
panj1256	Eastern Panjabi	Indo-European	Eurasia	30.0368	75.6702
pano1254	Panoan Katukína	Pano-Tacanan	South America	-7.97456	-71.56151
pano1255	Panobo	Pano-Tacanan	South America	-7.16666	-75.0
pany1241	Panytyima	Pama-Nyungan	Australia	-22.7816	118.723
paok1235	Pa'o Karen	Sino-Tibetan	Eurasia	20.211	97.5969
papa1238	Papantla Totonac	Totonacan	North America	20.5671	-97.2554
para1301	South Wa	Austroasiatic	Eurasia	22.8658	99.375
para1310	Pará Arára	Cariban	South America	-3.71263	-53.0657
para1311	Paraguayan Guaraní	Tupian	South America	-25.60551	-57.08816
para1312	Parakanã	Tupian	South America	-4.64681	-50.0621
para1315	Pará Gavião	Nuclear-Macro-Je	South America	-4.91161	-49.0217
para1316	Paraujano	Arawakan	South America	10.8427	-71.8399
pare1266	Gorum-Parenga	Austroasiatic	Eurasia	19.075	83.9723
pare1272	Parecís	Arawakan	South America	-14.5929	-57.4059
park1239	Parkwa	Afro-Asiatic	Africa	11.0206	14.0964
pate1247	Patep	Austronesian	Papunesia	-6.91988	146.639
patt1248	Pattani	Sino-Tibetan	Eurasia	32.6963	76.5966
paum1247	Paumari	Arawan	South America	-5.78403	-64.2803
pech1241	Pech	Chibchan	North America	15.8033	-85.558
pemo1245	Pémono	Cariban	South America	5.248	-66.082
pemo1248	Pemon	Cariban	South America	4.97031	-61.4033
peng1244	Pengo	Dravidian	Eurasia	19.3435	83.6552
pero1241	Pero	Afro-Asiatic	Africa	9.62092	11.044
peta1245	Petats	Austronesian	Papunesia	-5.34068	154.593
peve1243	Peve	Afro-Asiatic	Africa	9.16111	14.441
phai1238	Prai	Austroasiatic	Eurasia	19.0383	101.218
phal1254	Phalura	Indo-European	Eurasia	35.5096	71.8421
phut1244	Phu Thai	Tai-Kadai	Eurasia	17.7544966667	104.684233333
piap1246	Piapoco	Arawakan	South America	4.37718	-68.5953
piar1243	Piaroa	Jodi-Saliban	South America	4.41805	-67.7574
pich1237	Pichis Ashéninka	Arawakan	South America	-10.47249	-74.60281
pila1245	Pilagá	Guaicuruan	South America	-25.0058	-60.1537
pinj1244	Pinjarup	Pama-Nyungan	Australia		
pint1250	Pintupi-Luritja	Pama-Nyungan	Australia	-23.2963	130.643
piny1238	Pinyin	Atlantic-Congo	Africa	5.7991	10.0682
pira1253	Pirahã	(isolate or unclassified)	South America	-6.77713	-61.8167
pira1254	Wa'ikhana	Tucanoan	South America	0.50714	-69.5032
pirl1238	Pirlatapa	Pama-Nyungan	Australia	-29.524	139.77
pirr1240	Pirriya	Pama-Nyungan	Australia	-25.48006595	142.5485119
pisa1245	Pisamira	Tucanoan	South America	1.1017	-70.502483
pite1240	Pite Saami	Uralic	Eurasia	66.4011	17.4261
pitj1243	Pitjantjatjara	Pama-Nyungan	Australia	-26.9704	131.357
pitt1247	Pitta Pitta	Pama-Nyungan	Australia	-22.7952	139.983
plat1254	Plateau Malagasy	Austronesian	Africa	-19.5907	47.1211
plau1238	Plautdietsch	Indo-European	North America	49.578028	-109.353868
pnar1238	Pnar	Austroasiatic	Eurasia	24.8237	92.2628
pohn1238	Pohnpeian	Austronesian	Papunesia	6.87212	158.223
poko1263	Pökoot	Nilotic	Africa	1.57023	35.2318
poli1260	Polish	Indo-European	Eurasia	51.8439	18.6255
popt1235	Popti'	Mayan	North America	15.6609	-91.6633
port1283	Portuguese	Indo-European	Eurasia	39.91	-8.1
pott1240	Pottangi Ollar Gadaba	Dravidian	Eurasia	18.5968	82.7586
poya1241	Poyanáwa	Pano-Tacanan	South America	-7.46909	-73.0758
prin1242	Principense	Indo-European	Africa	1.614	7.392
pudi1238	Puditara	Pama-Nyungan	Australia		
puel1244	Puelche	(isolate or unclassified)	South America	-36.6376	-62.9413
puin1248	Puinave	(isolate or unclassified)	South America	3.92974	-67.6886
pula1262	Pular	Atlantic-Congo	Africa	12.1826	-12.7338
pula1263	Pulaar	Atlantic-Congo	Africa	13.8694	-13.4482
pume1238	Pumé	(isolate or unclassified)	South America	7.10677	-67.5996
punt1240	Punthamara	Pama-Nyungan	Australia	-27.33	143.0
puoc1238	Ksingmul	Austroasiatic	Eurasia	20.8862	103.931
pure1242	Purepecha	Tarascan	North America	19.2467	-101.631
puri1258	Purik-Sham-Nubra	Sino-Tibetan	Eurasia	34.3386	76.0127
puri1262	Puri	Puri-Coroado	South America	-20.7329	-43.6069
puxi1242	Puxi	Sino-Tibetan	Eurasia		
pwon1235	Pwo Northern Karen	Sino-Tibetan	Eurasia	18.016	98.2709
qaqe1238	Qaqet	Baining	Papunesia	-4.45258	151.702
qaua1234	Central Gelao-Qau	Tai-Kadai	Eurasia	26.155438	106.16455
qawa1238	Qawasqar	Kawesqar	South America	-49.703	-75.3756
qima1242	Qimant	Afro-Asiatic	Africa	12.8119	37.0542
quec1382	Quechan	Cochimi-Yuman	North America	32.7859	-114.599
quil1240	Quileute	Chimakuan	North America	47.9106	-124.603
quio1240	Quiotepec Chinantec	Otomanguean	North America	17.5621	-96.602
rajb1243	Rajbanshi	Indo-European	Eurasia	26.521945	88.038582
rama1270	Rama	Chibchan	North America	11.5007	-83.8571
ravu1237	Ravula	Dravidian	Eurasia	12.3231	75.6265
rawa1265	Rawang	Sino-Tibetan	Eurasia	27.1027	97.0738
reel1238	Reel	Nilotic	Africa	6.32234	30.49451
remb1249	Rembarrnga	Gunwinyguan	Australia	-12.9608	134.308
rend1243	Rendille	Afro-Asiatic	Africa	2.27065	37.3608
resi1247	Resígaro	Arawakan	South America	-2.48139	-71.3578
reun1238	Réunion Creole French	Indo-European	Africa	-21.1131	55.5321
reye1240	Reyesano	Pano-Tacanan	South America	-14.8333	-67.0833
rikb1245	Rikbaktsa	Nuclear-Macro-Je	South America	-11.1887	-58.1942
rita1239	Ritarungo	Pama-Nyungan	Australia	-13.4559	135.259
roma1326	Romansh	Indo-European	Eurasia	46.5538	9.92812
roma1327	Romanian	Indo-European	Eurasia	46.3913	24.2256
rong1268	Ronga	Atlantic-Congo	Africa	-26.7329	32.6167
roto1249	Rotokas	North Bougainville	Papunesia	-5.94339	155.154
ruka1240	Rukai	Austronesian	Papunesia	22.7738	120.844
rund1242	Rundi	Atlantic-Congo	Africa	-1.44174	31.3191
russ1263	Russian	Indo-European	Eurasia	59.0	50.0
russ1264	Russia Buriat	Mongolic	Eurasia	50.8533	105.564
rusy1239	Rusyn	Indo-European	Eurasia	48.7171	22.9579
rutu1240	Rutul	Nakh-Daghestanian	Eurasia	41.6187	47.3244
saam1283	Saamia	Atlantic-Congo	Africa	0.3652	34.0335
saan1246	Saanich	Salishan	North America		
saba1262	Sabaot	Nilotic	Africa	1.01297	34.6664
saba1265	Sa'ban	Austronesian	Papunesia	3.58723	115.664
saba1268	Sabanê	Nambiquaran	South America	-12.9857	-60.335
saek1240	Saek	Tai-Kadai	Eurasia	17.4558	104.787
saki1248	Mekens	Tupian	South America	-13.054	-62.0927
sala1264	Salar	Turkic	Eurasia	35.5457	102.819
sala1272	Salasaca Highland Quichua	Quechuan	South America	-1.35447	-78.3953
sali1298	Sáliba	Jodi-Saliban	South America	5.30115	-69.3843
samb1305	Samba Leko	Atlantic-Congo	Africa	8.19236	11.7366
samo1303	Samo	East Strickland	Papunesia	-6.15496	142.195
samr1245	Samre or Siem Reap	Bookkeeping	Eurasia	13.479	103.978
sand1273	Sandawe	(isolate or unclassified)	Africa	-5.26918	35.4808
sang1328	Sango	Atlantic-Congo	Africa	6.78584	20.1702
sanj1284	San Juan Guelavía Zapotec	Otomanguean	North America	17.0332	-96.5967
sanm1287	San Mateo del Mar Huave	Huavean	North America	16.2129	-95.0077
sanm1289	San Martín Quechua	Quechuan	South America	-6.9582	-76.6608
